http://pt.wikipedia.org/wiki/Atletismo_nos_Jogos_Ol%C3%ADmpicos_de_Ver%C3%A3o_de_2012_-_Salto_triplo_masculino		Qualifica????o	4	#1	17.17 (-0.4)___16.82 (-0.5)___17.00 (+0.6)___X___16.67 (-1.0)___16.56 (-0.5)___16.86 (-1.2)___16.59 (-1.3)___16.14 (0.0)___X___X	X___17.17 (-0.4)	-7.5625	2
http://en.wikipedia.org/wiki/List_of_bus_routes_in_Singapore		Routes	7	Remarks	Weekdays AM and PM Peak. Flexible express route between Boon Lay Avenue and Orchard Road.___Terminated at Bedok Bus Interchange until 12 November 2006.___Weekdays AM and PM Peak. Bus service is under Bus Service Enhancement Programme (BSEP).___Route amended and operating hours extended from 26 December 2005. Flexible express route between Bedok North Road and Raffles Boulevard. Amended to ply Bayfront Avenue on 26 April 2010.___Weekdays AM and PM Peak. Flexible express route between Loyang Avenue and Moulmein Road.___Also known as the Lentor Estate Premium route. Formerly known as 592.___A second trip for Premium Service 538 will commence from 19 March 2012.___A second trip for Premium Service 544 will commence from 19 March 2012."	Route amended and operating hours extended from 26 December 2005. Flexible express route between Bedok North Road and Raffles Boulevard. Amended to ply Bayfront Avenue on 26 April 2010.___Terminated at Bedok Bus Interchange until 12 November 2006.	-6.774703557	0
http://en.m.wikipedia.org/wiki/Mount_Washington_Cog_Railway		LocomotivesEdit	6	Notes	Was the first #7 Falcon; renumbered to 1 following rebuilding after the 1895 fire. Renamed Mt. Washington after 1931. Currently stored out of service at the shops.___Was second #4 Atlas; renumbered to 2 following rebuilding after the 1895 fire. Named Ammonoosuc after 1931.___Originally #2 of the Green Mountain Cog Railway. Was the third #5, not named; became the third #3 in 1934. Renamed Agiocochook in 1995/96. Currently stored serviceable outside the shops.___Originally #1 of the Green Mountain Cog Railway. Originally named ""Summit"" Renamed Chocorua in 1996/97. Currently has the cab and tender of #8. There is a possibility of this engine becoming a static display in the nearby town in Twin Mountain. Currently stored serviceable outside the shops.___Originally built as first #6 Tip-Top with vertical boiler. Rebuilt into second #6 in 1878 with horizontal boiler. Was named Great Gulf. Currently stored serviceable inside the shops.___Built in 1983 by Mike Kenly at the Cog Shop. At the time was the world's newest steam locomotive. In 2008 a major boiler overhaul was underway when the project was scrapped in favor of building 2 new diesel locomotives. The cab and tender of #8 Tip-Top/Moosilauke now rides on #4 Summit/Chocourua. Currently stored out of service outside the shops.___First horizontal boilered engine to have the cab on the same plane as the boiler. For a short time, this locomotive burned biodiesel, but was reconverted to coal.___Uses a larger, welded boiler built by Munroe Boiler. Has the cab tilted on the same plane as the boiler. Converted to burn oil for a short time and converted back to coal. Was named the Col. Teague. Currently stored serviceable inside the shops.___First diesel-hydraulic locomotive. Powered by biodiesel (B20).___Second diesel-hydraulic locomotive. Powered by biodiesel (B20)___Third diesel-hydraulic locomotive. Powered by biodiesel (B20)___Fourth diesel-hydraulic locomotive, Powered by biodiesel (B20)"	Was second #4 Atlas; renumbered to 2 following rebuilding after the 1895 fire. Named Ammonoosuc after 1931.___Built in 1983 by Mike Kenly at the Cog Shop. At the time was the world's newest steam locomotive. In 2008 a major boiler overhaul was underway when the project was scrapped in favor of building 2 new diesel locomotives. The cab and tender of #8 Tip-Top/Moosilauke now rides on #4 Summit/Chocourua. Currently stored out of service outside the shops.	-14.453125	0
http://nl.wikipedia.org/wiki/The_Buffoons		Discografie	0	Single(s) met eventuele hitnoteringen in de Nederlandse Top 40	It's the end___Sister Theresa's East River orphanage/Sunday will never be the same___Lovely Loretta___Goodbye my love___Catarina baby___My girl Donna___Arizona___Let it be me	Sister Theresa's East River orphanage/Sunday will never be the same___Arizona	-7	0
http://en.wikipedia.org/wiki/Rx_Bandits		Discography	2	Label	Go Kart Records___Skratch Ray Records___Liberation Records___Vegas Records___Drive-Thru___We The People Records___Fearless Records___Together___Drive-Thru___Go-Kart Records___Fat Wreck Chords___Drive-Thru/Rushmore___Indianola Records___Drive-Thru___Sire/Wea	Together___We The People Records	-7.15	0
http://id.wikipedia.org/wiki/Pemekaran_daerah_di_Indonesia		"Dasar hukum pembentukan provinsi, kabupaten, dan kota di Indonesia"	4	Ibu kota	Sinabang___Singkil___Tapak Tuan___Kutacane___Idi Rayeuk___Takengon___Meulaboh___Jantho___Sigli___Bireuen___Lhokseumawe___Blangpidie___Blangkejeran___Karang Baru___Suka Makmue___Calang___Simpang Tiga Redelong___Meureudu___Gunungsitoli___Panyabungan___Sipirok___Pandan___Tarutung___Balige___Rantauprapat___Kisaran___Pematangsiantar___Sidikalang___Kabanjahe___Lubukpakam___Stabat___Teluk Dalam___Dolok Sanggul___Salak___Pangururan___Sei Rampah___Lima Puluh___Padang___Tuapejat___Painan___Arosuka___Muaro Sijunjung___Batusangkar___Pariaman___Lubukbasung___Sarilamak___Lubuksikaping___Padang Aro___Pulau Punjung___Simpang Empat___Pekanbaru___Taluk Kuantan___Rengat___Tembilahan___Pangkalan Kerinci___Siak Sri Indrapura___Bangkinang___Pasir Pengaraian___Bengkalis___Ujung Tanjung___Jambi___Sungaipenuh___Bangko___Sarolangun___Muara Bulian___Sengeti___Muara Sabak___Kuala Tungkal___Muara Tebo___Muara Bungo___Palembang___Baturaja___Kayu Agung___Muara Enim___Lahat___Lubuk Linggau___Sekayu___Banyuasin___Muaradua___Martapura___Indralaya___Tebing Tinggi___Bengkulu___Manna___Curup___Argamakmur___Bintuhan___Tais___Mukomuko___Muara Aman___Kepahiang___Bandar Lampung___Liwa___Kotaagung___Kalianda___Sukadana___Gunungsugih___Kotabumi___Blambangan Umpu___Menggala___Pangkal Pinang___Sungailiat___Tanjungpandan___Toboali___Koba___Mentok___Manggar___Tanjungpinang___Tanjung Balai Karimun___Tanjungpinang___Ranai___Daik___Batam___Tanjungpinang___Jakarta___Pulau Pramuka___Kebayoran Baru___Cakung___Tanah Abang___Puri Kembangan___Tanjung Priok___Bandung___Cibinong___Sukabumi___Cianjur___Soreang___Garut___Tasikmalaya___Ciamis___Kuningan___Sumber___Majalengka___Sumedang___Indramayu___Subang___Purwakarta___Karawang___Bekasi___Ngamprah___Bogor___Sukabumi___Bandung___Cirebon___Bekasi___Depok___Cimahi___Tasikmalaya___Banjar___Semarang___Cilacap___Purwokerto___Purbalingga___Banjarnegara___Kebumen___Purworejo___Wonosobo___Mungkid___Boyolali___Kota Klaten___Sukoharjo___Wonogiri___Karanganyar___Sragen___Grobogan___Blora___Rembang___Pati___Kudus___Jepara___Demak___Ungaran___Temanggung___Kendal___Batang___Kajen___Pemalang___Slawi___Brebes___Magelang___Surakarta___Salatiga___Semarang___Pekalongan___Tegal___Yogyakarta___Wates___Bantul___Wonosari___Sleman___Yogyakarta___Surabaya___Pacitan___Ponorogo___Trenggalek___Tulungagung___Blitar___Kediri___Kepanjen___Lumajang___Jember___Banyuwangi___Bondowoso___Situbondo___Probolinggo___Pasuruan___Sidoarjo___Mojokerto___Jombang___Nganjuk___Madiun___Magetan___Ngawi___Bojonegoro___Tuban___Lamongan___Gresik___Bangkalan___Sampang___Pamekasan___Sumenep___Kediri___Blitar___Malang___Probolinggo___Pasuruan___Mojokerto___Madiun___Surabaya___Batu___Serang___Pandeglang___Rangkasbitung___Tigaraksa___Serang___Tangerang___Cilegon___Denpasar___Negara___Tabanan___Badung___Gianyar___Klungkung___Bangli___Karangasem___Singaraja___Denpasar___Mataram___Mataram___Praya___Selong___Sumbawa Besar___Dompu___Raba___Taliwang___Mataram___Bima___Kupang___Waikabubak___Waingapu___Kupang___Soe___Kefamenanu___Atambua___Kalabahi___Lewoleba___Larantuka___Maumere___Ende___Bajawa___Ruteng___Baa___Labuan Bajo___Tambolaka___Waibakul___Mbay___Kupang___Pontianak___Sambas___Bengkayang___Ngabang___Mempawah___Batang Tarang___Ketapang___Sintang___Putussibau___Sekadau___Nanga Pinoh___Sukadana___Pontianak___Singkawang___Palangkaraya___Pangkalan Bun___Sampit___Kuala Kapuas___Buntok___Muara Taweh___Sukamara___Nanga Bulik___Kuala Pembuang___Kasongan___Pulang Pisau___Kuala Kurun___Tamiang Layang___Puruk Cahu___Palangkaraya___Banjarmasin___Pelaihari___Kotabaru___Martapura___Marabahan___Rantau___Kandangan___Barabai___Amuntai___Tanjung___Batulicin___Paringin___Banjarmasin___Banjarbaru___Samarinda___Tanah Grogot___Sendawar___Tenggarong___Sangatta___Tanjungredep___Malinau___Tanjungselor___Nunukan___Penajam___Balikpapan___Samarinda___Tarakan___Bontang___Manado___Kotamubagu___Tondano___Tahuna___Melonguane___Amurang___Airmadidi___Boroko___Ondong Siau___Ratahan___Manado___Bitung___Tomohon___Kotamobagu___Palu___Salakan___Luwuk___Bungku___Poso___Donggala___Toli-Toli___Buol___Parigi___Ampana___Palu___Makassar___Bantaeng___Bulukumba___Bantaeng___Jeneponto___Takalar___Sunggu Minasa___Sinjai___Maros___Pangkajene___Barru___Watampone___Watan Soppeng/Watansoppeng___Sengkang___Sidenreng___Pinrang___Enrekang___Palopo___Makale___Masamba___Malili___Makassar___Pare-pare___Palopo___Kendari___Bau-Bau___Raha___Unaaha___Kolaka___Andolo___Rumbia___Wangi-Wangi___Lasusua___Bonegunu___Asera___Kendari___Bau-Bau___Gorontalo___Tilamuta___Gorontalo___Marisa___Suwawa___Kwandang___Gorontalo___Mamuju___Majene___Polewali___Mamasa___Mamuju___Pasangkayu___Ambon___Saumlaki___Tual___Masohi___Namlea___Dobo___Dataran Hunipopu___Dataran Hunimoa___Ambon___Sofifi/Ternate___Ternate___Weda___Sanana___Labuha___Tobelo___Maba___Ternate___Tidore___Manokwari___Fak-Fak___Kaimana___Rasiei___Bintuni___Manokwari___Teminabuan___Sorong___Waisai___Kumurkek___Fef___Sorong___Jayapura___Merauke___Wamena___Jayapura___Nabire___Serui___Biak___Enarotali___Kotamulia___Timika___Tanah Merah___Kepi___Agats___Sumohai___Oksibil___Karubaga___Sarmi___Waris___Botawa___Sorendiweri___Jayapura	Sinabang___Simpang Tiga Redelong	-5.801956332	0
http://en.wikipedia.org/wiki/2008%E2%80%9309_PBA_Philippine_Cup		Conference records	2	Holder	Gary David (Air21 Express) vs. San Miguel Beermen___Gary David (Air21 Express) vs. San Miguel Beermen___Asi Taulava (Coca-Cola Tigers) vs. Air21 Express___L.A. Tenorio (Alaska Aces) vs. Talk 'N Text Tropang Texters___Mike Hrabak (Red Bull Barako) vs. Purefoods TJ Giants___Bonbon Custodio (San Miguel Beermen) vs. Red Bull Barako___3 Tied___James Yap (Purefoods TJ Giants) vs. Coca-Cola Tigers	3 Tied___L.A. Tenorio (Alaska Aces) vs. Talk 'N Text Tropang Texters	-5.657478764	0
http://en.wikipedia.org/wiki/Tenchu	"Aggregate review scores As of July 27, 2013."	Games	1	GameRankings	(PS1) 78.59%___(PS2) 79.38% (Xbox) 70.09%___(PS2) 60.54%___(PSP) 51.25%___(NDS) 34.35%___(X360) 56.93%___(X360) 48.57%___(Wii) 69.00% (PSP) 65.18%	(Wii) 69.00% (PSP) 65.18%___(PS1) 78.59%	-6.4	0
http://fr.wikipedia.org/wiki/Liste_du_patrimoine_mondial_en_Inde		Listes	1	??tat	Bengale-Occidental, Haryana, Himachal Pradesh, Tamil Nadu___Goa___Tamil Nadu___Karnataka___Delhi___Bihar___Karnataka___Madhya Pradesh___Uttar Pradesh___Uttar Pradesh___Rajasthan___Maharashtra___Maharashtra___Maharashtra___Maharashtra___Jaipur, Rajasthan___Uttar Pradesh___Tamil Nadu___Madhya Pradesh___Gujarat___Delhi___Orissa___Delhi___Tamil Nadu, Kerala, Karnataka, Goa, Maharashtra et Gujarat___Assam___Rajasthan___Bengale-Occidental___Uttarakhand___Assam"	"Tamil Nadu, Kerala, Karnataka, Goa, Maharashtra et Gujarat___Goa"	-5.887566138	0
http://nl.wikipedia.org/wiki/Willpower		Nummers	1	Titel	Smile Mona Lisa___Bang Bang___Great Times (Original mix)___Scream & Shout (Hit-Boy Remix) (met Britney Spears, Hit-Boy, Waka Flocka Flame, Lil Wayne en Diddy)"	"Scream & Shout (Hit-Boy Remix) (met Britney Spears, Hit-Boy, Waka Flocka Flame, Lil Wayne en Diddy)___Bang Bang"	-5.62962963	0
http://zh.wikipedia.org/zh-cn/%E4%BA%9A%E5%BD%93%C2%B7%E5%85%B0%E4%BC%AF%E7%89%B9	????????????????????????2009???:	??????????????????	3	????????????	4 Non Blondes___Soul Brothers Six___Cher___The Rolling Stones___Michael Jackson___Anita Carter___The Miracles___Wild Cherry___Tears for Fears___Steppenwolf___Yvonne Elliman___Cy Grant___Led Zeppelin Foghat___U2 Aerosmith___Tears for Fears Sam Cooke Kris Allen/Adam Lambert	Tears for Fears Sam Cooke Kris Allen/Adam Lambert___Cher	-6.222222222	2
http://en.wikipedia.org/wiki/Laois_Junior_Hurling_Championships		Laois Junior Hurling Championship	1	Winner	Kyle___Camross___Clough-Ballacolla___Kyle___Harps___Rosenallis___Camross___Rathdowney___Mountmellick___Timahoe___Shanahoe___Castletown______St. Fintans, Colt___Harps___Ballypickas___Portlaoise___Castletown___Harps___Clough-Ballacolla___St Fintans, Mountrath___Camross___Portlaoise___Rosenallis___Ballypickas___Harps___Slieve Bloom___Kilcotton___Camross___Ballacolla___Milltown___Clonaslee___Kyle___Abbeyleix___Rathdowney___Castletown___Durrow___Camross___Park/Ratheniska___Borris-in-Ossory___Ballinakill___Clonaslee___Ballyfin___St Conleths___Portlaoise___Camross___Ballypickas___Kilcotton___Mountmellick___St Fintans, Mountrath___St. Fintans, Colt___Park/Ratheniska___Camross"	"Kyle___St. Fintans, Colt"	-7.15	0
http://fr.wikipedia.org/wiki/%5E%5E	??motic??nes les plus courantes	Liste des ??motic??nes typographiques	0	Style occidental	X) x)___:-( :( =(___:-| :| =|___;-) ;)___:-P :-p :P :p =P =p___:-O :-o :O :o =O =o =-O___%^) %^>___8-) 8) 8-O 8O___:-$ :$ =$ X( :-[ :x___:-/ :/ =/___:-X :-x :X :x :-# :# =X =x =#___:-S :S :-s :s :$ =S =s =$___:'-( :'( ='(___*-*	8-) 8) 8-O 8O___:-X :-x :X :x :-# :# =X =x =#	-5.85	0
http://en.wikipedia.org/wiki/Heuschrecke_10	Specifications	Specification comparison	1	Sonderkraftfahrzeug.165/1	4 men___Maybach HL 66 / 6-cylinder / 188 hp (140 kW)___35 km/h___Road: 240 km Cross-country: 130 km___5.90 m___2.87 m___2.25 m___105 mm leichte Feldhaubitze 18/1 L/28___60 rounds___Front Superstructure: 30/10 Front Hull: 30/12 Front Turret: 20/20 Gun Mantlet: 20/0-70 Side Superstructure: 14.5/0 Side Hull: 14.5/0 Side Turret: 14.5/15 Rear Superstructure: 14.5/20 Rear Hull: 14.5/10 Rear Turret: 14.5/10 Top Superstructure: 10/90 Top/Bottom Hull: 14.5/90 Top Turret: open	Front Superstructure: 30/10 Front Hull: 30/12 Front Turret: 20/20 Gun Mantlet: 20/0-70 Side Superstructure: 14.5/0 Side Hull: 14.5/0 Side Turret: 14.5/15 Rear Superstructure: 14.5/20 Rear Hull: 14.5/10 Rear Turret: 14.5/10 Top Superstructure: 10/90 Top/Bottom Hull: 14.5/90 Top Turret: open___4 men	-7.896286422	0
http://en.wikipedia.org/wiki/Santa_Clara_Broncos_baseball		Year By Year Results	3	CONFERENCE	8 - 13 (t5th)___6 - 15 (8th)___13 - 8 (3rd)___9 - 12 (8th)___9 - 12 (t5th)___11 - 19 (3rd)___16 - 14 (2nd)___21 - 9 (2nd)___15 - 14 (2nd)___17 - 13 (t1st)___12 - 18 (3rd)___11 - 19 (4th)___16 - 14 (5th)___22 - 7 - 1 (2nd)___16 - 14 (3rd)___14 - 16 (3rd)___20 - 18 (4th)___17 - 19 (4th)___14 - 10 (3rd)___11 - 12 - 1 (3rd)___10 - 12 (4th)___13 - 11 (3rd)___15 - 15 (3rd)___15 - 15 (4th)___26 - 10 (1st)___15 - 21 (5th)___12 - 21 (5th)___18 - 17 (4th)___18 - 16 (4th)___6 - 11 (4th)___13 - 5 (2nd)___12 - 6 (2nd)___13 - 5 (2nd)___--___7 - 13 (5th)___11 - 9 (3rd)___16 - 4 (2nd)___9 - 7 (2nd)___5 - 11 (4th)___6 - 10 (3rd)	--___22 - 7 - 1 (2nd)	-6.860869565	1
http://en.wikipedia.org/wiki/List_of_ghost_towns_in_Florida			1	County	Polk___Polk___Miami-Dade___Brevard___Broward___Pinellas___Palm Beach___Osceola___Citrus___Levy___Glades___Pinellas___Hillsborough___Polk___Columbia___Okeechobee___Bay___Hernando___Lake___Pinellas___Hillsborough___Palm Beach___Polk___Charlotte___Manatee___Collier___Hillsborough___Polk___Palm Beach___Hardee___Flagler___Pinellas___Manatee___Hillsborough___Hernando___Alachua___Lake___Monroe___Polk___Collier___Palm Beach___Glades___Brevard___Hardee___Suwannee___Lake___Highlands___Hillsborough___Hardee___Bay___Hernando___Miami-Dade___Collier___Osceola___Wakulla___Saint Lucie___Manatee___Volusia___Marion___Madison___Orange___Flagler___Lake___Pasco___Monroe___Brevard___Highlands___Hillsborough___Hardee___Hillsborough___Miami Dade___Hendry___Pinellas___Okeechobee___Monroe___Marion___Polk/Highlands___Hillsborough___St. Johns___Escambia___Hernando___Palm Beach___Marion___Manatee___Palm Beach___Hardee___Volusia___Hillsborough___Palm Beach___Manatee___Palm Beach___Glades___Polk___Polk___Hillsborough___Alachua___Alachua___Glades___Taylor___Gadsden___Lake___Marion___Leon___Highlands___Okeechobee___Osceola___Hillsborough___Brevard___Osceola___Monroe___Brevard___Martin___Alachua___Polk___Collier___Pasco___Marion___Palm Beach___Osceola___Marion___Lake___Lee___Palm Beach___Alachua___Hillsborough___Bradford___Columbia___Hardee___Hillsborough___Sumter___DeSoto___Osceola___Columbia___Sumter___Wakulla___Charlotte___Manatee___Citrus___Polk___Brevard___Broward___Hardee___Marion___Levy___Escambia___Miami-Dade___Osceola___Franklin___Polk___Glades___Lafayette___Alachua___Wakulla___Osceola___Palm Beach___Okaloosa___Union___Lake___Highlands___Martin___Hardee___Orange___Citrus___Brevard___Glades___Seminole___Indian River___Okeechobee___Manatee___Manatee___Jackson___Polk___Monroe___Hillsborough___Miami-Dade___Hillsborough___Martin___Polk___Monroe___Monroe___DeSoto___Lake___Polk___Hardee___Wakulla___Hillsborough___Union___Lee___Indian River___Hillsborough___Marion___Polk___Hernando___Hernando___Palm Beach___Alachua___Marion___Levy___Osceola___Manatee___Sumter___Bradford___Manatee___Hendry___Okeechobee___Miami-Dade___Seminole___Brevard___Monroe___Lake___Citrus___Miami-Dade___Polk___Hillsborough___Hardee___Sumter___Polk___Brevard___Osceola___Hardee___Alachua___Lafayette___Okeechobee___Hardee___Highlands___Manatee___Citrus___Bay___Saint Lucie___Lake___Orange___Marion___Manatee___Martin___Pinellas___Marion___Hillsborough___Clay___Saint Lucie___Manatee___Brevard___Hernando___Palm Beach___Duval___Martin___Palm Beach	Polk___St. Johns	-5.912	0
http://en.m.wikipedia.org/wiki/Agastya		Contrast between Northern and Southern TraditionsEdit	1	Southern(Dravidian Tamil) Traditions	Clears the Forest___Promotes agriculture and Irrigation.___Leader of the Velir Clan___The greatest exponent of Tamil Language;author of the earliest Tamil grammar___Linked to the Indian Historical Tradition of(a)Ventar-Velir-Velalar hierarchy of Tamil Sangam Polity (b)Dravidian ruling classes claiming descend from a pitcher (c)Yadavas,and (through them) the Andha-Kura-Vrishni-Bhoja tribes of the Mahabharata Age"	"Linked to the Indian Historical Tradition of(a)Ventar-Velir-Velalar hierarchy of Tamil Sangam Polity (b)Dravidian ruling classes claiming descend from a pitcher (c)Yadavas,and (through them) the Andha-Kura-Vrishni-Bhoja tribes of the Mahabharata Age___Clears the Forest"	-8.497190967	0
http://en.wikipedia.org/wiki/Zoophilia_and_the_law_in_the_United_States		Zoophilia in the USA	1	Year of repeal or strikedown	1980 (Jan. 1, 1980)___1995___1979 (Aug. 31, 1979)___1973 (Jan. 1, 1973)___1997 (July 2, 1997)___1993 (June 16, 1993)___1975 (Aug. 6, 1975)___1979 (Sep. 1, 1979)___1975 (June 20, 1975)___1983 (Sep. 1, 1983)___1974 (Jan. 1, 1974)___1974 (Jan. 1, 1974)___1977 (July 1, 1977)___2013 (March 21, 2013)___1976 (June 11, 1976)___1977"	"1995___1980 (Jan. 1, 1980)"	-7	2
http://en.wikipedia.org/wiki/Welsh_Australian		List of notable Welsh-Australians	4	Connection with Wales	born in Wales___born in Wales___Welsh parents___Welsh parents___mother born in Wales___born in Wales___born in Wales___mother born in Wales___born in Wales___lived in Wales between the ages of seven and 14; mother's parents Welsh___Welsh grandparents on his father's side; played for the Welsh under 21 team; Williams was also eligible to play for England or India, the countries in which his parents were born."	"Welsh grandparents on his father's side; played for the Welsh under 21 team; Williams was also eligible to play for England or India, the countries in which his parents were born.___Welsh parents"	-5.542148431	0
http://en.wikipedia.org/wiki/List_of_sportspeople_who_died_during_their_careers		Association football	3	Position	defender___forward___striker___forward______striker___striker___striker___goalkeeper___defender___defender___goalkeeper___defender___striker___striker___winger___striker___midfielder___striker___defender___defender___defender___midfielder___midfielder___defender___goalkeeper___striker______defender___winger___striker___winger___midfielder___midfielder___defender___defender___midfielder___midfielder___midfielder___goalkeeper___defender___midfielder___midfielder___defender___midfielder___defender___midfielder___midfielder___midfielder___winger___striker___defender___midfielder___midfielder___striker______midfielder___striker___winger___winger___defender___winger___striker___midfielder___defender___striker___goalkeeper___defender___striker___striker___goalkeeper___winger___midfielder___defender___striker___goalkeeper___goalkeeper___striker___midfielder___midfielder___defender______goalkeeper___defender___striker___defender___midfielder___striker___striker___goalkeeper___goalkeeper___midfielder___defender___forward___midfielder___striker___forward___defender___striker___midfielder___defender______midfielder___defender___striker_________striker___midfielder___defender___winger___midfielder______full-back___striker___winger___goalkeeper___striker___striker___midfielder___striker___striker___goalkeeper___defender___midfielder___goalkeeper______forward___defender___striker___midfielder___midfielder___defender___defender___midfielder______midfielder___defender______midfielder___striker___winger___striker___midfielder___defender______defender___striker___midfielder___midfielder___striker___defender___midfielder___striker___striker___midfielder___midfielder___midfielder___midfielder___striker___striker___midfielder___defender___midfielder___striker___striker___striker___defender___forward___midfielder___midfielder___half-back___striker___defender___winger___striker___defender___midfielder___goalkeeper___goalkeeper___goalkeeper___striker___midfielder___defender___striker___goalkeeper___midfielder___striker___striker___goalkeeper___defender___striker___midfielder___midfielder___striker___defender___striker___striker___defender___midfielder___striker___goalkeeper___winger___midfielder___defender___striker___midfielder___defender___midfielder (youth team)___defender___midfielder___goalkeeper___goalkeeper___defender___midfielder___midfielder___midfielder___goalkeeper___midfielder___defender___defender___forward___defender___striker___midfielder___defender___striker___goalkeeper___defender___striker___defender/striker___defender___defender___defender___defender______striker___striker______defender___defender___striker___striker___striker___midfielder___midfielder___midfielder___midfielder___goalkeeper___defender___goalkeeper___midfielder___striker___midfielder___midfielder___midfielder___goalkeeper___goalkeeper___midfielder___midfielder___defender______forward___striker___midfielder___defender___centre forward___striker___midfielder___goalkeeper___midfielder___striker___striker___midfielder___goalkeeper___midfielder___Striker___Defender	midfielder (youth team)___defender	-10.0125	0
http://en.wikipedia.org/wiki/Texas_State_Highway_Loop_1		History	6	Notes	Northern terminus of Loop 1 completed, until July 1989 - with construction of the freeway extension to FM 734.___Southern terminus of Loop 1 completed, until October 1989 - with construction of the freeway extension to US 290.___Southern terminus of Loop 1 completed, until November 1990 - with construction of the roadway extension to Slaughter Lane.___Northern terminus of Loop 1 completed, until October 2006 - with construction of the SH 45 North/ Loop 1 Connector toll road. Stack interchange at US 183 is constructed - involved major freeway improvements between Steck Avenue and US 183, from March 1987 to June 1992.___Southern terminus of Loop 1 completed, until July 1991 - with construction of the roadway extension to La Crosse Avenue.___Southern terminus of Loop 1 completed, until May 1994 - with construction of the roadway extension to State Highway 45 .___Southern terminus of Loop 1 completed.___Construction on the SH 45 North Interchange began in September 2003. Northern terminus of Loop 1 completed."	"Northern terminus of Loop 1 completed, until October 2006 - with construction of the SH 45 North/ Loop 1 Connector toll road. Stack interchange at US 183 is constructed - involved major freeway improvements between Steck Avenue and US 183, from March 1987 to June 1992.___Southern terminus of Loop 1 completed."	-13.81481481	0
http://en.wikipedia.org/wiki/Demise_(Nachtmystium_album)		Track listing	1	Title	""Solitary Voyage""___""Scorpio Incarnate""___""Ashes to Ashes""___""The Glorious Moment""___""Rise and Fall""___""Transmission Postmortem (Outro)"" (performed by Azentrius, S.M.T. & A.R.)"	"Transmission Postmortem (Outro) (performed by Azentrius, S.M.T. & A.R.)___""Solitary Voyage"""	-7	0
